Predicted Values
-16.027851562249573
-16.01933123179363
-16.019906045738256
-16.035164677114377
-16.05453423707661
-16.061667263407465
-16.07621748746626
-16.094073614009634
-16.114379882987585
-16.110401171770476
-16.092477152169433
-16.075396995049108
-16.0904960048325
-16.127825609979666
-16.14725504898766
-16.170207231203435
-16.180461790597718
-16.215792026436624
-16.258845562296482
-16.310182264354697
-16.32346289256475
-16.327539804662585
-16.337528849480925
-16.36662621045
-16.3820584864937
-16.386385414246462
-16.398623194175578
-16.394349570326543
-16.367032878363577
-16.367586700429516
-16.371936887598096
-16.38039753501359
-16.390770578176586
-16.395635574478646
-16.39826616593287
-16.40379182723755
-16.410092361661224
-16.41861664366691
-16.432322330090535
-16.443949310788007
-16.451182333643008
-16.457034876014653
-16.459316356815194
-16.461970116940854
-16.46914369416939
-16.47494343204815
-16.47800730392262
-16.479160447706846
-16.480268058146432
-16.485980570185802
-16.490480527089698
-16.492323591273536
-16.491626922799906
-16.48974122474797
-16.48731179955231
-16.484206156872197
-16.479143470277467
-16.452699824184034
-16.430153772847024
-16.414617440153492
-16.408239906660892
-16.411761066768662
-16.416239964900036
-16.421255915870574
-16.426439619958874
-16.428758943911777
-16.428788107986822
-16.426337664282308
-16.42249377757702
-16.41865054859533
-16.413980484089567
-16.407599189823834
-16.401458411876924
-16.396601799679114
-16.394103095832634
-16.391032507637348
-16.386411311556188
-16.380391373721828
-16.37627170835391
-16.376429227354937
-16.383972146677905
-16.385371610708376
-16.38233040108229
-16.376899649744377
-16.371860634689433
-16.368388351144294
-16.368582532788604
-16.376979942846134
-16.382656802210494
-16.38263770172426
-16.38295196116851
-16.386497794312014
-16.39469097593465
-16.404940885584043
-16.413365743871882
-16.419835551009356
-16.429900015616155
-16.43795006877849
-16.44335627911625
-16.450240149070485
-16.45469148644896
-16.458857519087214
-16.464792382983116
-16.469499617086523
-16.47517772219734
-16.48208710719338
-16.487852235214064
-16.49433199789196
-16.500814793613202
-16.509424074734547
-16.5187758662653
-16.525555681338584
-16.532265908360362
-16.540752871788534
-16.55607206014454
-16.571704416609016
-16.579813515941417
-16.588213401896205
-16.596817714570317
-16.60496121740341
-16.613825287493157
-16.62164399397448
-16.62869648846798
-16.63656445222455
-16.64898143302314
-16.663068950068823
-16.67613857835768
-16.68588585043102
-16.6974752661442
-16.709127861671174
-16.71785559905981
-16.726752838340005
-16.742392385914275
-16.758487929713542
-16.775006036784212
-16.78811722784687
-16.80004227955944
-16.81806985230175
-16.83757647727238
-16.851483698432034
-16.86194294075482
-16.87555836600529
-16.89277629744523
-16.907597253078393
-16.921789160728352
-16.93756531262169
-16.949328915151217
-16.959972309618845
-16.972713918096918
-16.98764677970687
-17.005044159747335
-17.023539119852227
-17.039537097029456
-17.054752446768983
-17.067123811110648
-17.07918965725576
-17.09431104902911
-17.107634033055067
-17.12263728817961
-17.13624665489084
-17.149154654011404
-17.1625233498143
-17.179736384260295
-17.194672051219293
-17.207759680512016
-17.219934671565493
-17.229454334868347
-17.23885028675705
-17.248430205089743
-17.2581304943381
-17.27042705819076
-17.289376812474288
-17.30705141684021
-17.318518338966957
-17.324004384085185
-17.327077273945704
-17.33220456535262
-17.34225757307419
-17.35508231313437
-17.366895285421514
-17.375894255611783
-17.384544772204215
-17.393611213708965
-17.401342117224736
-17.410277912093406
-17.42034949275988
-17.425506792097586
-17.428782278709168
-17.442343546180073
-17.460894965742177
-17.47575455225039
-17.48742564143871
-17.498118458732062
-17.50276622455523
-17.50429087286666
-17.50753639673753
-17.51451065037172
-17.524542759774555
-17.535228850254757
-17.545077077773726
-17.55725896427189
-17.56899837546305
-17.57435689604517
-17.576309460885895
-17.58007799295355
-17.589028952787253
-17.601720178987936
-17.611097098579474
-17.61545143212617
-17.623707235788945
-17.63711630912442
-17.651247979765778
-17.65722747530361
-17.6588050190939
-17.661940184648714
-17.6664226651315
-17.668885714320897
-17.670968330065623
-17.676904227850347
-17.681909563130336
-17.68547460547764
-17.691056603605208
-17.693193145096217
-17.694516500632204
-17.69657664429506
-17.700287410867844
-17.704577592396
-17.704789296421787
-17.703117710221544
-17.705056900029337
-17.710705550243937
-17.717517710606778
-17.725724026486947
-17.7359453706621
-17.742668535942265
-17.7439862007716
-17.74340285152851
-17.742413504732436
-17.74026060023994
-17.73862841781598
-17.741011388267864
-17.745125594301225
-17.747797451840203
-17.750156274888177
-17.753125451372632
-17.757241181668242
-17.763098981815467
-17.768596418521984
-17.77219898632176
-17.776768108192144
-17.783857314894156
-17.790082297314914
-17.796006940035813
-17.79965738542934
-17.801046819643226
-17.80090047014125
-17.797998516319183
-17.798023549368413
-17.805400262157487
-17.813009730395045
-17.816955335975287
-17.81707538211419
-17.81704312947253
-17.81882568200461
-17.821633854263148
-17.82603846480218
-17.833211377944973
-17.838622724244377
-17.83955955113881
-17.840099595199447
-17.843263160253155
-17.84683659981705
-17.849751212175097
-17.854366088484074
-17.85763417025987
-17.856216926435433
-17.852948434051502
-17.85131506393985
-17.85081971800979
-17.849746735705192
-17.849356523278196
-17.848014296185024
-17.84737933507193
-17.850844971779658
-17.855947971383756
-17.86068502377636
-17.865086029804868
-17.868279939398185
-17.87122486698612
-17.873217729149562
-17.871814973488107
-17.87081908810935
-17.87562194096704
-17.88361100305493
-17.88948329293607
-17.889760498175452
-17.8870682321011
-17.88511826010332
-17.885821775977945
-17.887725202367925
-17.88860539416034
-17.88866811182833
-17.88867643302799
-17.888608707856417
-17.88776399229861
