Predicted Values
-14.838305
-15.169519
-15.598576
-15.805666
-16.056837
-16.13314
-16.140224
-16.2454
-16.261747
-16.3143
-16.281744
-16.30664
-16.27537
-16.283892
-16.284504
-16.307032
-16.298578
-16.15143
-16.03269
-15.945084
-15.925707
-15.899764
-16.00117
-16.274458
-16.245762
-16.266191
-16.2957
-16.27207
-16.256882
-16.261078
-16.272125
-16.274075
-16.226381
-16.237598
-16.237598
-16.237598
-16.24178
-16.252098
-16.263535
-16.291622
-16.327536
-16.262281
-16.273905
-16.36135
-16.407434
-16.456087
-16.432066
-16.378965
-16.456638
-16.478708
-16.426237
-16.466108
-16.466671
-16.472584
-16.478561
-16.555925
-16.570654
-16.570654
-16.533827
-16.540602
-16.552267
-16.575838
-16.551052
-16.552267
-16.580542
-16.589176
-16.596415
-16.596415
-16.559587
-16.592218
-16.562836
-16.555407
-16.559587
-16.563944
-16.541859
-16.540329
-16.54363
-16.559013
-16.568598
-16.559013
-16.556559
-16.577139
-16.574287
-16.574287
-16.574287
-16.576742
-16.574287
-16.576345
-16.574287
-16.577139
-16.577139
-16.59115
-16.594002
-16.594002
-16.593605
-16.626556
-16.622387
-16.622387
-16.58784
-16.58784
-16.580807
-16.580807
-16.580807
-16.545355
-16.559
-16.545124
-16.546188
-16.55322
-16.554338
-16.556396
-16.505987
-16.556396
-16.563862
-16.569344
-16.593208
-16.578339
-16.56161
-16.474972
-16.49062
-16.580109
-16.584785
-16.628809
-16.653019
-16.668135
-16.594604
-16.671228
-16.734272
-16.712297
-16.749853
-16.778936
-16.799423
-16.834957
-16.837572
-16.862312
-16.865297
-16.864824
-16.82118
-16.824484
-16.826622
-16.877619
-16.949566
-16.930376
-16.92887
-16.921333
-16.964958
-16.926582
-17.02106
-17.049843
-17.057209
-17.06882
-17.085438
-17.092316
-17.100681
-17.067795
-17.087532
-17.109013
-17.109013
-17.140276
-17.140335
-17.21227
-17.181122
-17.16948
-17.146164
-17.183746
-17.243944
-17.243944
-17.256659
-17.20489
-17.107512
-16.972303
-16.991056
-16.97229
-17.106695
-17.248781
-17.308496
-17.333588
-17.265028
-17.177872
-16.947212
-16.932905
-17.014755
-16.966158
-16.9045
-16.932905
-17.042913
-17.197767
-17.120014
-17.089724
-17.081015
-17.14985
-17.21384
-17.313486
-17.336372
-17.261911
-17.295897
-17.365788
-17.475239
-17.537617
-17.468765
-17.759727
-17.838953
-17.815565
-17.791103
-17.731012
-17.668467
-17.512548
-17.463184
-17.49477
-17.537476
-17.543945
-17.522316
-17.553041
-17.504244
-17.700499
-17.724651
-17.754702
-17.975721
-17.72196
-17.732643
-18.02484
-17.956215
-17.60196
-17.614536
-17.621876
-17.621876
-17.621876
-17.982368
-18.087313
-18.106125
-18.033016
-17.969324
-18.011635
-18.024433
-18.03628
-18.036226
-17.977215
-18.028751
-18.036226
-17.977215
-17.907608
-17.897877
-17.863886
-17.836855
-17.810452
-17.85873
-17.959375
-18.012033
-18.09599
-17.959375
-17.920963
